body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
NorthNode,186.899604217,153365296,2477594.203081162646,increasing,decreasing,station_retrograde
NorthNode,186.410801105,154150265,2477603.288380365819,decreasing,increasing,station_direct
NorthNode,186.467274739,154469090,2477606.978477169760,increasing,decreasing,station_retrograde
NorthNode,185.408308848,155487797,2477618.769066836685,decreasing,increasing,station_direct
NorthNode,185.435265480,155722593,2477621.486622564495,increasing,decreasing,station_retrograde
NorthNode,184.447352280,156679483,2477632.561730494723,decreasing,increasing,station_direct
NorthNode,184.452814742,156808326,2477634.052976720035,increasing,decreasing,station_retrograde
NorthNode,182.761102241,158045887,2477648.376597148366,decreasing,increasing,station_direct
NorthNode,182.761129836,158068037,2477648.632959580049,increasing,decreasing,station_retrograde
Saturn,204.997718613,158656239,2477655.440857693553,decreasing,increasing,station_direct
NorthNode,181.597854972,159144606,2477661.093244552612,decreasing,increasing,station_direct
NorthNode,181.598808756,159215734,2477661.916492123157,increasing,decreasing,station_retrograde
Pluto,5.623099667,159313452,2477663.047486706637,increasing,decreasing,station_retrograde
Venus,135.636290870,159610757,2477666.488511918113,increasing,decreasing,station_retrograde
NorthNode,179.996290720,160404731,2477675.678026284091,decreasing,increasing,station_direct
Mercury,136.690613247,160514398,2477676.947317756712,increasing,decreasing,station_retrograde
NorthNode,180.011676961,160594836,2477677.878323885612,increasing,decreasing,station_retrograde
NorthNode,179.179673525,161492148,2477688.263876957819,decreasing,increasing,station_direct
NorthNode,179.218090495,161760955,2477691.375064769760,increasing,decreasing,station_retrograde
Mercury,125.333069391,162597682,2477701.059407509863,decreasing,increasing,station_direct
NorthNode,178.323047278,162746244,2477702.778869153932,decreasing,increasing,station_direct
NorthNode,178.401786463,163133250,2477707.258114058524,increasing,decreasing,station_retrograde
Venus,119.167072062,163333962,2477709.581164846197,decreasing,increasing,station_direct
NorthNode,178.067842815,163854337,2477715.604021820240,decreasing,increasing,station_direct
NorthNode,178.154052238,164317465,2477720.964302178472,increasing,decreasing,station_retrograde
Uranus,263.857936669,164375578,2477721.636907360516,decreasing,increasing,station_direct
NorthNode,177.945009331,165098117,2477729.999626104720,decreasing,increasing,station_direct
NorthNode,177.993267594,165666731,2477736.580812064931,increasing,decreasing,station_retrograde
NorthNode,177.987388950,165989507,2477740.316636558622,decreasing,increasing,station_direct
NorthNode,177.989931858,166223567,2477743.025667326525,increasing,decreasing,station_retrograde
Jupiter,66.084971199,166319920,2477744.140869304538,increasing,decreasing,station_retrograde
NorthNode,177.924754694,166883786,2477750.667085641064,decreasing,increasing,station_direct
NorthNode,178.017480706,167457891,2477757.311827677302,increasing,decreasing,station_retrograde
NorthNode,177.744420960,168192434,2477765.813481207937,decreasing,increasing,station_direct
Neptune,105.446437172,168384869,2477768.040736946277,increasing,decreasing,station_retrograde
NorthNode,177.821328256,168587220,2477770.382763504051,increasing,decreasing,station_retrograde
NorthNode,177.188920510,169461028,2477780.496275769547,decreasing,increasing,station_direct
NorthNode,177.262532234,169816936,2477784.615581287071,increasing,decreasing,station_retrograde
Mercury,247.904418241,170412276,2477791.506096653640,increasing,decreasing,station_retrograde
NorthNode,176.389767934,170723156,2477795.104249840602,decreasing,increasing,station_direct
NorthNode,176.413340765,170934814,2477797.553987814113,increasing,decreasing,station_retrograde
NorthNode,174.931244154,172042227,2477810.371263844892,decreasing,increasing,station_direct
Mercury,231.745826782,172134729,2477811.441894128919,decreasing,increasing,station_direct
NorthNode,174.936021879,172166140,2477811.805447861552,increasing,decreasing,station_retrograde
Mars,120.589752741,172231356,2477812.560264742933,increasing,decreasing,station_retrograde
NorthNode,173.600100666,173258347,2477824.446737400256,decreasing,increasing,station_direct
NorthNode,173.600106139,173270476,2477824.587118604220,increasing,decreasing,station_retrograde
Pluto,3.534640331,173587737,2477828.259118883871,decreasing,increasing,station_direct
NorthNode,171.758476541,174504747,2477838.872655258514,decreasing,increasing,station_direct
NorthNode,171.762481969,174620792,2477840.215770411305,increasing,decreasing,station_retrograde
NorthNode,170.629204681,175608093,2477851.642861442640,decreasing,increasing,station_direct
NorthNode,170.648928207,175804941,2477853.921197606251,increasing,decreasing,station_retrograde
Jupiter,56.045316695,176491177,2477861.863747999072,decreasing,increasing,station_direct
NorthNode,169.406426353,176844298,2477865.950792789459,decreasing,increasing,station_direct
NorthNode,169.477420933,177188815,2477869.938262959942,increasing,decreasing,station_retrograde
NorthNode,168.963718632,177966101,2477878.934622496367,decreasing,increasing,station_direct
NorthNode,169.044579333,178359425,2477883.486986801960,increasing,decreasing,station_retrograde
Mars,101.599251780,179011081,2477891.029301914386,decreasing,increasing,station_direct
NorthNode,168.658036865,179193143,2477893.136499846354,decreasing,increasing,station_direct
Saturn,223.718794020,179239403,2477893.671921156347,increasing,decreasing,station_retrograde
NorthNode,168.748150923,179743411,2477899.505340499803,increasing,decreasing,station_retrograde
Mercury,353.626499274,179786534,2477900.004447594285,increasing,decreasing,station_retrograde
NorthNode,168.688777343,180338166,2477906.389079399407,decreasing,increasing,station_direct
NorthNode,168.694480776,180645187,2477909.942569249310,increasing,decreasing,station_retrograde
NorthNode,168.690473573,180919548,2477913.118042255752,decreasing,increasing,station_direct
NorthNode,168.752042987,181549387,2477920.407837971114,increasing,decreasing,station_retrograde
Mercury,339.576467164,181734355,2477922.548682063818,decreasing,increasing,station_direct
Neptune,102.635345306,181898628,2477924.449988217093,decreasing,increasing,station_direct
NorthNode,168.557390604,182282605,2477928.894157920964,decreasing,increasing,station_direct
NorthNode,168.632245942,182708574,2477933.824360683560,increasing,decreasing,station_retrograde
Uranus,272.187959907,183052334,2477937.803063592874,increasing,decreasing,station_retrograde
NorthNode,168.225149418,183490582,2477942.875381970778,decreasing,increasing,station_direct
NorthNode,168.319010472,183904955,2477947.671364556067,increasing,decreasing,station_retrograde
NorthNode,167.533514449,184813175,2477958.183168883435,decreasing,increasing,station_direct
NorthNode,167.567915741,185064251,2477961.089145087637,increasing,decreasing,station_retrograde
NorthNode,166.496877068,186062498,2477972.642927769572,decreasing,increasing,station_direct
NorthNode,166.511814311,186253224,2477974.850396472029,increasing,decreasing,station_retrograde
NorthNode,165.199578099,187337894,2477987.404455946758,decreasing,increasing,station_direct
NorthNode,165.200396649,187403866,2477988.168013792485,increasing,decreasing,station_retrograde
NorthNode,163.688699065,188593842,2478001.940891368315,decreasing,increasing,station_direct
NorthNode,163.688849229,188633678,2478002.401954700239,increasing,decreasing,station_retrograde
NorthNode,162.398227133,189739044,2478015.195541199297,decreasing,increasing,station_direct
NorthNode,162.403220451,189862079,2478016.619552460499,increasing,decreasing,station_retrograde
Mercury,117.383330830,190456129,2478023.495138503611,increasing,decreasing,station_retrograde
NorthNode,161.129956456,190935451,2478029.042846604250,decreasing,increasing,station_direct
Pluto,6.720099479,190968766,2478029.428430520929,increasing,decreasing,station_retrograde
NorthNode,161.164450855,191198538,2478032.087826871313,increasing,decreasing,station_retrograde
Saturn,217.013406134,191305320,2478033.323737777770,decreasing,increasing,station_direct
NorthNode,160.403763616,192086181,2478042.361474802718,decreasing,increasing,station_direct
NorthNode,160.453861305,192389634,2478045.873666478321,increasing,decreasing,station_retrograde
Mercury,107.414115345,192549214,2478047.720654293895,decreasing,increasing,station_direct
NorthNode,159.832092388,193283130,2478056.215048561804,decreasing,increasing,station_direct
NorthNode,159.935295885,193755958,2478061.687603989616,increasing,decreasing,station_retrograde
NorthNode,159.710047605,194449574,2478069.715564274229,decreasing,increasing,station_direct
NorthNode,159.773185822,194925631,2478075.225484148599,increasing,decreasing,station_retrograde
NorthNode,159.689091870,195637025,2478083.459205936641,decreasing,increasing,station_direct
NorthNode,159.693569389,195922659,2478086.765157178044,increasing,decreasing,station_retrograde
NorthNode,159.683898460,196302877,2478091.165832109749,decreasing,increasing,station_direct
Uranus,268.181009150,196324877,2478091.420459351502,decreasing,increasing,station_direct
NorthNode,159.725842346,196821915,2478097.173217547126,increasing,decreasing,station_retrograde
NorthNode,159.588928042,197471927,2478104.696495606564,decreasing,increasing,station_direct
NorthNode,159.695722974,197992239,2478110.718626547605,increasing,decreasing,station_retrograde
NorthNode,159.200438418,198846510,2478120.606027839705,decreasing,increasing,station_direct
NorthNode,159.265214880,199189247,2478124.572891131043,increasing,decreasing,station_retrograde
NorthNode,158.597299238,200034046,2478134.350658701733,decreasing,increasing,station_direct
Neptune,107.677568085,200134418,2478135.512363589369,increasing,decreasing,station_retrograde
NorthNode,158.650695616,200341585,2478137.910135945305,increasing,decreasing,station_retrograde
Mercury,232.020437418,200523784,2478140.018925353885,increasing,decreasing,station_retrograde
Jupiter,100.867853988,200837417,2478143.648927979171,increasing,decreasing,station_retrograde
NorthNode,157.398961020,201383824,2478149.973084952682,decreasing,increasing,station_direct
NorthNode,157.409432190,201539995,2478151.780621959828,increasing,decreasing,station_retrograde
Mercury,216.069295846,202282026,2478160.368943810463,decreasing,increasing,station_direct
NorthNode,156.087130930,202609485,2478164.158973952755,decreasing,increasing,station_direct
NorthNode,156.088138702,202683090,2478165.010885188356,increasing,decreasing,station_retrograde
NorthNode,154.431754042,203874594,2478178.801439391449,decreasing,increasing,station_direct
NorthNode,154.432026573,203919128,2478179.316886150278,increasing,decreasing,station_retrograde
NorthNode,152.982144758,205022523,2478192.087658899836,decreasing,increasing,station_direct
NorthNode,152.994065981,205193901,2478194.071202655323,increasing,decreasing,station_retrograde
Pluto,4.635804089,205243345,2478194.643463655375,decreasing,increasing,station_direct
NorthNode,151.783455468,206212192,2478205.856971394271,decreasing,increasing,station_direct
NorthNode,151.816970136,206453686,2478208.652046813630,increasing,decreasing,station_retrograde
NorthNode,150.948244881,207370285,2478219.260828120634,decreasing,increasing,station_direct
NorthNode,151.044969945,207777716,2478223.976462661289,increasing,decreasing,station_retrograde
NorthNode,150.599201573,208567562,2478233.118206884712,decreasing,increasing,station_direct
NorthNode,150.677506441,208991316,2478238.022765756585,increasing,decreasing,station_retrograde
NorthNode,150.471487662,209726235,2478246.528769179247,decreasing,increasing,station_direct
Mercury,337.027140965,209891878,2478248.445928290486,increasing,decreasing,station_retrograde
NorthNode,150.535424885,210354461,2478253.799905684777,increasing,decreasing,station_retrograde
Venus,356.851158334,210394719,2478254.265851834789,increasing,decreasing,station_retrograde
